symbol	R603	R607	R614	R621
LRRC75A	0	0	0	0
ZNF287	0	1	0	0
ZNF624	1	0	0	0
CCDC144A	0	0	0	1
USP32P1	0	0	0	1
MPRIP	0	0	0	0
PLD6	0	0	0	0
FLCN	1	0	0	0
RP11-45M22.5	1	0	0	0
POTENP	0	1	0	0
COPS3	0	0	0	0
NT5M	1	0	0	0
RPL13P12	0	0	0	0
MED9	0	0	0	0
RASD1	1	0	1	0
PEMT	0	0	0	0
SMCR2	0	1	0	0
RAI1	0	0	0	0
SREBF1	0	0	0	0
TOM1L2	0	0	0	0
LRRC48	0	0	0	0
ATPAF2	0	0	0	0
GID4	0	0	0	0
DRG2	0	0	0	0
MYO15A	0	1	0	1
ALKBH5	0	0	0	0
LLGL1	0	0	0	0
FLII	0	0	0	0
MIEF2	0	0	0	0
TOP3A	1	0	0	0
FLJ35934	0	1	0	0
CCDC144B	0	0	1	0
AC107983.4	1	1	1	1
TBC1D28	1	0	0	1
ZNF286B	0	0	0	0
FOXO3B	0	1	0	0
TRIM16L	1	0	0	0
TVP23B	0	0	0	0
PRPSAP2	0	0	0	0
FAM83G	0	0	0	0
EPN2	0	0	0	0
RP11-135L13.4	0	1	0	0
B9D1	0	0	0	0
MAPK7	0	0	0	0
RNF112	1	0	0	1
RPS2P46	0	0	0	0
SLC47A1	0	0	0	0
RP11-1113L8.6	0	1	1	1
ALDH3A2	0	0	0	0
SLC47A2	0	1	0	0
ULK2	1	0	0	0
RP11-78O7.2	1	0	0	1
AKAP10	0	0	0	0
RP11-209D14.2	1	0	0	0
SPECC1	0	0	0	0
CCDC144CP	0	0	0	1
UPF3AP2	0	1	1	1
USP32P3	0	0	0	1
USP22	0	0	0	0
DHRS7B	1	0	0	0
TMEM11	0	0	0	0
AC087294.2	1	0	0	0
MAP2K3	0	0	0	0
MTRNR2L1	0	1	0	0
WSB1	1	0	0	0
RP11-173M1.5	1	1	0	0
KSR1	1	0	0	0
LGALS9	0	1	0	1
LYRM9	1	1	0	1
NLK	0	0	0	0
PYY2	1	0	0	0
CTD-2008P7.1	0	1	0	0
CTD-2008P7.6	0	1	0	0
TMEM97	1	0	0	1
IFT20	0	0	0	0
TNFAIP1	0	0	0	0
POLDIP2	0	0	0	0
VTN	0	0	1	1
SARM1	1	0	0	0
SLC46A1	1	0	0	1
RP11-192H23.4	0	1	0	0
UNC119	0	0	0	0
PIGS	0	0	0	0
ALDOC	1	0	1	0
SPAG5	0	0	0	0
SPAG5-AS1	1	0	0	0
RP11-192H23.8	0	1	0	0
SGK494	0	0	0	0
KIAA0100	0	0	0	0
SDF2	1	0	0	0
SUPT6H	0	0	0	0
PROCA1	1	1	0	1
RAB34	0	0	0	0
RPL23A	0	0	0	0
AC010761.8	1	0	0	0
SNORD4A	0	0	0	0
TLCD1	1	0	0	0
NEK8	0	0	0	0
TRAF4	0	0	0	0
FAM222B	0	0	0	0
ERAL1	0	0	0	0
FLOT2	0	0	0	0
DHRS13	1	0	1	0
PHF12	0	0	0	0
PIPOX	0	0	1	1
MYO18A	0	0	0	0
TIAF1	0	0	0	0
RP11-321A17.4	1	1	0	1
TWF1P1	1	0	0	0
NUFIP2	0	0	0	0
RP11-802D6.1	0	0	0	0
TAOK1	0	0	0	0
ABHD15	1	0	0	0
TP53I13	0	0	0	0
RP11-68I3.4	0	0	0	0
GIT1	0	0	0	0
ANKRD13B	0	0	0	0
RP11-68I3.7	1	1	0	0
CORO6	0	0	0	1
SSH2	1	0	0	0
RP11-68I3.11	1	0	0	0
EFCAB5	0	0	0	0
NSRP1	0	0	0	0
BLMH	0	0	0	0
CPD	0	0	0	0
GOSR1	0	0	0	0
AC005562.1	0	0	0	0
LRRC37BP1	0	0	0	0
SUZ12P1	0	0	0	0
CRLF3	0	0	0	0
CTD-2349P21.9	1	1	0	0
ATAD5	0	0	0	0
TEFM	0	0	0	0
ADAP2	0	0	0	0
RNF135	0	0	0	0
DPRXP4	0	1	1	1
RP11-848P1.5	0	0	0	0
NF1	0	0	0	0
RAB11FIP4	1	0	0	0
COPRS	0	0	0	0
UTP6	0	0	0	0
SUZ12	0	0	0	0
LRRC37B	1	0	0	0
SH3GL1P1	1	0	0	0
AC090616.2	0	0	0	0
RHOT1	1	0	0	0
RHBDL3	0	0	1	0
C17orf75	0	0	0	0
ZNF207	0	0	0	0
PSMD11	0	0	0	0
CDK5R1	0	0	0	0
MYO1D	0	0	0	0
CCT6B	0	0	0	0
ZNF830	0	0	0	0
LIG3	0	0	0	0
RFFL	0	0	0	0
RAD51D	0	0	0	0
NLE1	0	0	0	0
RP11-799D4.4	1	0	0	0
SLFN5	0	0	0	0
RP11-1094M14.11	0	0	0	0
PEX12	1	0	0	0
RPL23	0	0	0	0
LASP1	0	0	0	0
LINC00672	1	1	0	1
CTD-2206N4.4	1	0	1	1
PLXDC1	1	1	0	0
CACNB1	0	0	1	1
RPL19	0	0	0	0
STAC2	1	0	0	0
FBXL20	0	0	0	0
CTB-131K11.1	1	1	1	1
MED1	0	0	0	0
CDK12	0	0	0	0
AC087491.2	0	0	0	0
STARD3	0	0	0	0
TCAP	0	0	0	0
PGAP3	0	0	0	0
ERBB2	0	0	0	0
MIR4728	0	1	1	1
MIEN1	0	0	0	0
GRB7	1	0	0	0
IKZF3	0	0	1	0
GSDMB	1	1	1	1
ORMDL3	0	0	0	0
PSMD3	0	0	0	0
CSF3	1	1	1	1
MED24	0	0	0	0
SNORD124	1	0	0	0
THRA	1	0	0	0
NR1D1	1	1	0	0
MSL1	0	0	0	0
CASC3	0	0	0	0
RAPGEFL1	0	0	0	0
WIPF2	0	0	0	0
CDC6	1	0	0	0
RARA	0	0	0	0
RARA-AS1	0	0	0	0
CTD-2267D19.3	0	0	0	0
CTD-2267D19.4	0	1	0	0
TOP2A	0	0	0	0
Y_RNA	0	1	1	0
IGFBP4	1	0	1	1
TNS4	1	1	1	1
SMARCE1	0	0	0	0
KRT10	0	1	0	0
TMEM99	1	0	0	0
KRT32	1	1	1	1
KRT35	1	1	1	1
KRT13	1	0	1	0
KRT15	1	1	0	1
KRT19	0	0	1	1
KRT16	1	0	0	0
JUP	0	0	0	1
KRT42P	1	1	0	0
EIF1	1	0	0	0
HAP1	1	0	0	0
P3H4	1	0	0	0
FKBP10	0	0	0	0
NT5C3B	0	0	0	0
ACLY	0	0	0	0
TTC25	1	1	0	0
CNP	0	0	0	0
DNAJC7	0	0	0	0
NKIRAS2	0	0	0	0
ZNF385C	1	0	0	0
DHX58	1	0	0	1
KAT2A	1	0	0	0
RAB5C	0	0	0	0
GHDC	0	0	0	0
STAT5B	0	0	0	0
STAT5A	1	0	0	0
STAT3	0	0	0	0
PTRF	0	0	0	0
ATP6V0A1	0	0	0	0
RP11-400F19.18	0	0	0	0
MIR5010	0	1	0	0
NAGLU	0	0	0	0
HSD17B1P1	0	1	0	0
RP11-400F19.6	0	0	0	0
COASY	0	0	0	0
MLX	0	0	0	0
PSMC3IP	1	0	0	0
FAM134C	0	0	0	0
TUBG1	0	0	0	0
TUBG2	0	0	0	0
PLEKHH3	1	0	0	0
CCR10	0	0	0	0
CTD-3193K9.4	0	1	0	0
CNTNAP1	0	0	0	1
EZH1	1	0	0	0
RAMP2-AS1	0	0	0	1
VPS25	0	0	0	0
WNK4	0	1	0	0
COA3	1	0	0	0
BECN1	0	0	0	0
PSME3	1	0	0	0
AOC2	1	0	0	0
AOC3	1	0	0	0
AARSD1	0	0	0	0
PTGES3L	0	0	0	0
RUNDC1	0	0	0	0
RPL27	0	0	0	0
IFI35	0	0	1	0
VAT1	0	0	0	0
BRCA1	1	0	0	0
NBR2	0	0	0	0
CTD-3199J23.6	0	1	0	1
RP11-242D8.1	0	0	0	0
RP11-242D8.3	0	0	0	1
NBR1	0	0	0	0
TMEM106A	1	0	0	0
LINC00910	1	0	0	0
ARL4D	1	0	0	0
DHX8	0	0	0	0
ETV4	1	0	0	0
DUSP3	0	0	0	0
MPP3	0	0	0	0
MPP2	0	0	0	0
PYY	1	1	0	0
TMEM101	0	0	0	0
LSM12	0	0	0	0
G6PC3	1	0	0	0
HDAC5	1	0	0	0
C17orf53	0	0	0	0
ASB16-AS1	1	0	0	0
TMUB2	0	0	0	0
ATXN7L3	0	0	0	0
CTB-175E5.7	1	1	0	0
UBTF	0	0	0	0
RP5-882C2.2	0	1	0	1
RUNDC3A-AS1	0	1	0	1
RUNDC3A	0	0	0	0
SLC25A39	0	0	0	0
GRN	0	0	0	0
FAM171A2	0	0	0	0
GPATCH8	0	0	0	0
FZD2	0	0	0	0
C17orf104	1	1	0	0
CCDC43	0	0	0	0
RP11-1072C15.4	0	0	1	0
DBF4B	0	0	0	0
ADAM11	0	1	0	0
CTC-296K1.4	1	0	0	0
GJC1	0	0	0	0
EFTUD2	0	0	0	0
KIF18B	0	1	0	0
C1QL1	0	0	0	0
DCAKD	0	0	0	0
NMT1	0	0	0	0
PLCD3	0	0	0	0
ACBD4	1	0	0	0
HEXIM1	0	0	0	0
AC002117.1	1	1	0	1
HEXIM2	0	0	0	0
RP13-890H12.2	0	0	0	0
CTD-2020K17.1	0	1	0	1
FMNL1	1	0	0	0
CTD-2020K17.3	0	1	1	1
CTD-2020K17.4	0	1	1	0
MAP3K14-AS1	1	1	0	1
MAP3K14	0	0	0	0
PLEKHM1	0	0	0	0
LRRC37A4P	0	1	0	0
DND1P1	0	0	0	0
CRHR1-IT1	1	0	0	0
MAPT	1	0	0	0
KANSL1	0	0	0	0
ARL17B	0	1	0	0
NSF	0	0	0	0
WNT3	0	0	0	0
GOSR2	1	0	0	0
RP11-156P1.3	0	0	0	0
CDC27	0	0	0	0
ITGB3	1	0	0	1
EFCAB13	1	1	0	1
CTD-2026D20.3	0	0	0	0
NPEPPS	0	0	0	0
RP11-580I16.2	0	0	0	1
KPNB1	0	0	0	0
TBKBP1	0	0	0	0
OSBPL7	1	1	1	1
MRPL10	0	0	0	0
LRRC46	1	0	0	0
SCRN2	0	0	0	0
SP6	0	0	0	0
RP11-6N17.4	0	0	0	0
SP2	0	0	0	0
SP2-AS1	0	1	0	0
PNPO	0	0	0	0
CDK5RAP3	0	0	0	0
COPZ2	0	0	0	0
RP5-890E16.2	0	0	0	0
NFE2L1	0	0	0	0
CBX1	0	0	0	0
SNX11	0	0	0	0
SKAP1	0	0	0	1
AC090627.1	0	0	0	0
HOXB2	0	0	0	0
HOXB-AS1	1	0	0	0
HOXB3	0	0	0	0
HOXB-AS3	1	0	0	0
HOXB-AS2	0	1	1	0
HOXB4	0	1	0	0
RP11-357H14.16	0	0	0	0
HOXB5	0	0	0	0
HOXB6	0	0	0	0
HOXB7	0	0	0	0
HOXB8	0	0	0	0
HOXB9	0	0	0	0
MIR196A1	0	0	1	0
RP11-357H14.17	0	0	1	1
CTD-2377D24.6	0	0	0	1
HOXB13	0	0	0	0
TTLL6	1	1	0	0
CALCOCO2	0	0	0	0
ATP5G1	1	0	0	0
UBE2Z	0	0	0	0
SNF8	0	0	0	0
PHOSPHO1	1	0	0	0
ZNF652	1	0	0	0
RP11-1079K10.2	0	0	1	0
PHB	0	0	0	0
NGFR	0	0	1	0
NXPH3	0	1	1	1
SPOP	0	0	0	0
SLC35B1	1	0	0	0
FAM117A	0	0	0	1
KAT7	0	0	0	0
RP11-304F15.3	1	0	0	0
DLX4	1	0	1	0
RP11-1094H24.4	0	1	0	0
ITGA3	1	0	0	0
PDK2	0	0	0	0
SAMD14	0	0	1	0
PPP1R9B	0	0	0	0
RP11-893F2.13	1	0	0	0
COL1A1	1	0	0	0
TMEM92	1	1	1	0
XYLT2	0	0	0	0
EME1	0	0	0	0
LRRC59	1	0	0	0
ACSF2	0	1	0	1
RSAD1	1	0	0	0
MYCBPAP	1	1	1	1
RP11-94C24.8	0	1	0	1
SPATA20	0	0	0	0
ABCC3	1	1	0	0
ANKRD40	0	0	0	0
LUC7L3	0	0	0	0
TOB1	0	0	0	0
TOB1-AS1	1	0	0	0
SPAG9	1	0	0	0
NME1	0	0	0	0
NME1-NME2	0	0	0	0
MBTD1	1	0	0	0
UTP18	0	0	0	0
RPS2P48	0	0	1	0
TOM1L1	0	0	0	0
COX11	0	0	0	0
STXBP4	0	0	0	0
MMD	0	0	0	0
PCTP	0	0	0	0
NOG	1	0	0	1
C17orf67	0	0	0	0
DGKE	0	0	0	0
TRIM25	0	0	0	0
COIL	0	0	0	0
SCPEP1	0	0	0	0
RP5-1107A17.4	1	0	0	0
RP11-166P13.3	1	1	0	1
AKAP1	1	0	0	0
MSI2	0	0	0	0
MRPS23	0	0	0	0
CUEDC1	1	0	0	0
VEZF1	0	0	0	0
RP11-159D12.2	0	1	0	0
SRSF1	0	0	0	0
DYNLL2	0	0	0	0
MKS1	0	0	0	0
SUPT4H1	0	0	0	0
MTMR4	1	0	0	0
SEPT4-AS1	0	0	0	0
SEPT4	1	1	0	1
TEX14	1	1	0	0
U3	1	0	0	0
RNU1-85P	1	1	1	0
RAD51C	0	0	0	0
PPM1E	0	0	0	0
TRIM37	0	0	0	0
AC099850.1	0	0	0	0
SKA2	0	0	0	0
PRR11	0	0	0	0
SMG8	1	0	0	0
GDPD1	1	0	0	0
YPEL2	1	0	0	0
DHX40	0	0	0	0
CLTC	0	0	0	0
PTRH2	1	0	0	0
VMP1	0	0	0	0
TUBD1	0	0	0	0
NDUFB8P2	0	0	0	0
RPS6KB1	0	0	0	0
RNFT1	0	0	0	0
HEATR6	0	0	0	0
WFDC21P	1	1	1	0
CTD-2319I12.4	0	1	0	0
USP32	1	0	0	0
RP11-15E18.1	0	0	1	1
PPM1D	0	1	0	0
BCAS3	0	0	0	0
RP11-332H18.3	1	1	0	0
TBX2-AS1	1	0	0	0
TBX2	1	0	0	0
TBX4	1	1	1	1
BRIP1	0	0	0	0
INTS2	0	0	0	0
MED13	0	0	0	0
POLRMTP1	0	0	0	0
METTL2A	0	0	0	0
TLK2	0	0	0	0
MRC2	1	0	0	0
TANC2	0	0	0	0
CYB561	1	0	0	0
ACE	0	0	0	0
DCAF7	0	0	0	0
TACO1	0	0	0	0
MAP3K3	0	0	0	0
LIMD2	0	0	0	1
STRADA	0	0	0	0
CCDC47	1	0	0	0
DDX42	0	0	0	0
FTSJ3	1	0	0	0
PSMC5	0	0	0	0
SMARCD2	0	0	0	0
PRR29	0	1	1	1
ERN1	0	0	0	0
RP11-329L6.2	0	1	0	0
SNORD104	0	1	1	1
TEX2	1	0	0	0
MILR1	1	0	0	0
POLG2	0	0	0	0
DDX5	0	0	0	0
CEP95	0	0	0	0
SMURF2	0	0	1	0
RP13-104F24.2	0	0	0	0
PLEKHM1P	0	0	0	0
LRRC37A3	1	1	0	1
RP11-583F2.1	0	1	0	0
RP11-583F2.6	0	1	1	0
AMZ2P1	1	0	0	0
GNA13	0	0	0	0
RP11-160O5.1	1	0	0	0
RGS9	1	0	1	0
AXIN2	0	0	0	0
CEP112	0	0	0	0
PRKCA	0	0	0	0
CACNG4	1	1	1	1
PSMD12	1	0	0	0
PITPNC1	1	0	0	0
NOL11	1	0	0	0
BPTF	0	0	0	0
C17orf58	0	0	0	0
KPNA2	0	1	0	0
AMZ2	0	0	0	0
ARSG	0	0	1	0
SLC16A6	1	1	1	0
WIPI1	1	0	0	0
PRKAR1A	0	0	0	0
FAM20A	0	0	0	0
RP11-118B18.2	0	0	0	0
ABCA8	0	0	1	1
ABCA9	0	1	0	1
ABCA6	0	0	1	1
LOC100421166	1	0	0	1
ABCA10	0	0	0	0
ABCA5	0	0	0	1
MAP2K6	1	1	0	1
RP1-193H18.2	0	1	0	0
SOX9-AS1	1	0	0	1
SOX9	0	0	0	0
LINC00511	0	0	1	0
SLC39A11	0	0	0	0
COG1	0	0	0	0
FAM104A	0	0	0	0
C17orf80	0	0	0	0
CDC42EP4	0	0	0	0
SDK2	1	0	1	0
RPL38	0	0	0	0
MGC16275	0	1	0	0
TTYH2	0	0	0	0
GPRC5C	0	0	1	1
RAB37	1	1	0	1
SLC9A3R1	0	1	0	0
NAT9	0	0	0	0
TMEM104	1	0	0	0
GRIN2C	0	1	0	1
FDXR	0	0	0	0
USH1G	0	1	1	0
HID1	1	1	0	0
CDR2L	0	0	0	0
ICT1	0	0	0	0
KCTD2	0	0	0	0
SLC16A5	0	0	0	0
ARMC7	0	0	0	0
NT5C	0	0	0	0
HN1	0	0	0	0
RP11-649A18.5	0	0	0	0
RP11-649A18.4	0	0	0	0
SUMO2	0	0	0	0
NUP85	0	0	0	0
GGA3	0	0	0	0
MRPS7	0	0	0	0
MIF4GD	0	0	0	0
RP11-649A18.12	0	0	0	0
SLC25A19	0	0	0	0
GRB2	0	0	0	0
KIAA0195	0	0	0	0
CASKIN2	0	0	0	0
TSEN54	0	0	0	0
LLGL2	1	0	0	0
MYO15B	1	1	0	1
RECQL5	0	0	0	0
SAP30BP	0	0	0	0
ITGB4	0	0	0	0
GALK1	0	0	0	0
H3F3B	0	0	0	0
UNK	0	0	0	0
UNC13D	0	0	0	1
WBP2	1	0	0	0
TRIM47	0	0	0	0
TRIM65	0	0	0	0
MRPL38	0	0	0	0
FBF1	0	0	0	0
ACOX1	0	0	0	0
TEN1-CDK3	0	1	0	0
CDK3	0	0	0	0
EVPL	0	0	0	0
SRP68	0	0	0	0
GALR2	1	0	1	1
EXOC7	0	0	0	0
RNF157	1	0	0	0
UBALD2	1	1	0	0
QRICH2	1	0	0	0
PRPSAP1	0	0	0	0
SPHK1	0	1	1	1
UBE2O	0	0	0	0
RHBDF2	1	0	0	0
PRCD	0	1	0	0
RP11-666A8.8	1	1	1	0
SNHG16	0	0	0	0
ST6GALNAC2	0	1	1	1
RP11-318A15.2	1	0	0	0
MXRA7	1	0	0	0
JMJD6	0	0	0	0
METTL23	0	0	0	0
SRSF2	0	0	0	0
MFSD11	0	0	0	0
MGAT5B	0	0	0	0
SNHG20	0	0	0	0
SEC14L1	1	0	0	0
SEPT9	0	0	0	0
TNRC6C	0	0	0	0
TNRC6C-AS1	1	1	1	1
TMC6	1	0	1	0
SYNGR2	0	0	0	0
TK1	1	0	0	0
AFMID	0	0	0	0
BIRC5	0	0	0	0
THA1P	0	1	0	0
SOCS3	1	0	1	1
PGS1	0	0	0	0
DNAH17	0	0	0	0
CYTH1	1	0	0	0
USP36	0	0	0	0
TIMP2	0	0	0	0
KIAA1731NL	1	0	0	1
LGALS3BP	1	0	1	0
CANT1	1	0	0	0
ENGASE	0	0	0	0
CBX2	0	0	0	0
CBX8	0	0	0	0
RP11-353N14.2	0	1	0	0
CBX4	0	0	0	0
TBC1D16	0	0	0	0
CCDC40	0	0	0	0
GAA	0	0	0	0
EIF4A3	0	0	0	0
CARD14	0	0	0	1
RP11-334C17.5	0	1	0	0
SGSH	0	0	0	0
SLC26A11	0	0	0	0
RNF213	0	0	0	0
ENDOV	0	0	0	0
NPTX1	0	1	1	0
RPTOR	0	0	0	0
RPL12P37	1	1	1	0
CHMP6	1	0	0	0
BAIAP2-AS1	0	0	0	0
BAIAP2	0	0	0	0
AATK	1	0	0	0
AATK-AS1	0	1	0	0
CEP131	0	0	0	0
ENTHD2	0	0	0	0
C17orf89	0	0	0	0
SLC38A10	1	0	0	0
LINC00482	1	1	1	1
TMEM105	1	1	1	1
ACTG1	0	0	0	0
FSCN2	0	1	0	1
C17orf70	0	0	0	0
NPLOC4	0	0	0	0
TSPAN10	0	1	0	0
OXLD1	0	0	0	0
CCDC137	0	0	0	0
ARL16	1	0	0	0
HGS	0	0	0	0
RP13-1032I1.7	0	0	0	0
MRPL12	0	0	0	0
SLC25A10	1	0	0	0
FAM195B	0	0	0	0
P4HB	1	0	0	0
RP11-498C9.3	1	1	0	0
ARHGDIA	0	0	0	0
RP11-498C9.15	0	0	0	0
ALYREF	1	0	0	0
ANAPC11	0	0	0	0
NPB	1	0	0	0
PCYT2	0	0	0	0
SIRT7	0	0	0	0
MAFG	0	0	0	0
MAFG-AS1	0	0	0	0
PYCR1	0	0	0	0
NOTUM	1	0	0	0
ASPSCR1	0	0	0	0
STRA13	0	0	0	0
LRRC45	0	0	0	0
RAC3	0	0	0	0
DCXR	0	0	0	0
RFNG	0	0	0	0
GPS1	0	0	0	0
DUS1L	0	0	0	0
FASN	0	0	0	0
CCDC57	0	0	0	0
RP13-516M14.2	1	0	0	0
SLC16A3	0	0	0	0
CSNK1D	0	0	0	0
RP13-516M14.4	0	0	0	0
RP13-516M14.1	0	0	0	0
CD7	1	0	0	0
SECTM1	1	0	0	0
TEX19	0	0	0	0
RP13-20L14.1	0	1	0	1
OGFOD3	0	0	0	0
HEXDC	0	0	0	0
C17orf62	0	0	0	0
RP13-20L14.6	1	1	0	0
NARF	0	0	0	0
FOXK2	0	0	0	0
RP13-638C3.2	1	1	0	0
WDR45B	0	0	0	0
RAB40B	0	0	0	0
FN3KRP	0	0	0	0
FN3K	0	0	0	0
RP11-388C12.8	1	1	0	0
TBCD	0	0	0	0
RP11-497H17.1	0	0	0	0
B3GNTL1	0	0	0	0
METRNL	0	1	0	0
ROCK1P1	0	0	0	0
USP14	0	0	0	0
THOC1	0	0	0	0
RP11-705O1.8	1	1	1	0
TYMSOS	0	0	0	0
TYMS	0	0	0	0
ENOSF1	0	1	0	0
YES1	0	0	0	0
RP11-769O8.3	0	0	0	0
RP11-672L10.6	0	0	0	0
RP11-161I6.2	0	0	0	0
METTL4	0	0	0	0
NDC80	0	0	0	0
CBX3P2	0	1	0	0
SMCHD1	0	0	0	0
EMILIN2	1	1	1	1
LPIN2	1	0	0	0
MYOM1	1	0	0	0
RP13-270P17.3	1	0	0	0
MYL12A	0	0	0	0
MYL12B	0	0	0	0
TGIF1	0	0	0	0
DLGAP1	0	0	1	0
DLGAP1-AS1	0	0	0	0
DLGAP1-AS2	0	0	0	0
RP11-874J12.4	0	0	0	0
LINC00667	0	1	0	0
LINC00526	0	0	0	0
ZBTB14	0	0	0	0
RPL6P27	0	0	1	0
RAB12	0	0	0	0
GACAT2	1	0	0	0
MTCL1	0	0	0	0
RP11-674N23.4	1	0	1	0
NDUFV2	1	0	0	0
NDUFV2-AS1	0	0	0	0
ANKRD12	0	0	0	0
RP11-888D10.4	1	1	1	0
TWSG1	1	0	0	0
RALBP1	0	0	0	0
RP11-61L19.3	0	1	0	0
PPP4R1	0	0	0	0
PPP4R1-AS1	0	1	0	0
RAB31	0	0	0	0
VAPA	1	0	0	0
APCDD1	0	0	1	1
NAPG	0	0	0	0
PIEZO2	1	0	1	0
GNAL	0	0	1	1
CHMP1B	0	0	0	0
MPPE1	0	0	0	0
IMPA2	0	0	0	0
RP11-815J4.7	0	0	0	0
RP11-64C12.3	1	1	1	1
TUBB6	0	0	0	0
AFG3L2	0	0	0	0
SLMO1	1	0	1	1
RP11-861E21.1	0	0	0	1
RP11-861E21.2	0	0	0	1
SPIRE1	0	0	0	0
RP11-861E21.3	0	1	1	1
PSMG2	0	0	0	0
CEP76	0	0	0	0
RP11-973H7.3	0	0	0	0
PTPN2	0	0	0	0
SEH1L	0	0	0	0
CEP192	0	0	0	0
FAM210A	0	0	0	0
RNMT	0	0	0	0
ZNF519	0	0	0	0
RP11-411B10.4	1	0	0	0
ANKRD20A5P	0	1	0	0
SNX19P3	1	0	0	0
ROCK1	0	0	0	0
GREB1L	0	0	0	0
ESCO1	0	0	0	0
SNRPD1	0	0	0	0
ABHD3	1	0	0	0
MIB1	1	1	0	0
RBBP8	0	0	0	0
UBE2CP2	0	1	0	1
CABLES1	0	0	0	0
TMEM241	0	0	0	0
C18orf8	0	0	0	0
NPC1	0	0	0	0
ANKRD29	0	0	1	1
LAMA3	0	0	1	1
TTC39C	0	1	1	1
CABYR	0	0	0	0
RP11-799B12.4	0	0	0	0
OSBPL1A	0	0	0	0
IMPACT	0	0	0	0
HRH4	1	0	0	0
SS18	0	0	0	0
DHFRP1	1	0	0	0
TAF4B	0	0	0	0
KCTD1	0	0	0	0
CIAPIN1P	0	1	1	0
DSC2	0	1	1	1
DSG2	0	0	0	0
B4GALT6	0	1	1	1
TRAPPC8	0	0	0	0
RNF125	1	0	0	0
RNF138	0	1	0	0
GAREM	0	0	0	0
MAPRE2	0	1	1	1
ZNF397	1	0	0	0
ZSCAN30	1	1	0	1
RP11-158H5.7	0	0	0	0
ZNF271P	0	0	0	0
ZNF24	0	0	0	0
ZNF396	1	1	0	0
INO80C	0	1	0	0
GALNT1	1	0	0	0
RP11-873E20.1	1	0	0	1
C18orf21	0	0	0	0
RPRD1A	0	0	0	0
SLC39A6	1	0	0	0
ELP2	0	0	0	0
RP11-49I11.1	1	1	0	1
MOCOS	1	0	0	0
FHOD3	1	0	1	1
TPGS2	0	0	0	0
KIAA1328	0	0	0	0
PIK3C3	0	0	0	0
SYT4	1	1	1	1
EPG5	0	0	0	0
PSTPIP2	0	0	0	0
ATP5A1	0	0	0	0
HAUS1	0	0	0	0
C18orf25	0	0	0	0
ST8SIA5	1	0	1	0
PIAS2	0	0	0	0
KATNAL2	0	1	0	0
HDHD2	0	0	0	0
IER3IP1	1	1	1	1
SMAD2	0	0	0	0
CTIF	1	0	0	0
SMAD7	0	1	1	0
DYM	0	0	0	0
RP11-110H1.4	0	1	0	1
RPL17	0	0	0	0
LIPG	1	0	0	0
ACAA2	0	0	0	0
SCARNA17	1	1	1	0
SCARNA18	1	1	1	0
MYO5B	0	0	1	1
CFAP53	0	0	0	1
MBD1	0	0	0	0
CXXC1	0	0	0	0
SKA1	0	0	0	0
ME2	0	0	0	0
ELAC1	1	0	0	0
SMAD4	0	0	0	0
MEX3C	0	0	0	0
RP11-671P2.1	0	1	0	0
MBD2	1	0	1	0
POLI	0	1	0	1
STARD6	0	0	0	0
C18orf54	0	0	0	0
RAB27B	0	0	0	0
RP11-99A1.2	1	0	0	0
CCDC68	1	0	0	0
TXNL1	0	0	0	0
WDR7	0	0	0	0
LINC-ROR	1	1	1	0
ONECUT2	0	0	0	1
FECH	0	0	0	0
NARS	0	0	0	0
RP11-35G9.3	0	0	0	0
ATP8B1	1	0	0	0
NEDD4L	0	0	0	0
ALPK2	0	1	1	1
MALT1	0	0	0	0
ZNF532	1	0	0	0
SEC11C	1	0	0	0
LMAN1	0	0	0	0
PMAIP1	1	1	1	1
PIGN	0	0	0	0
KIAA1468	0	0	0	0
TNFRSF11A	0	0	0	0
ACTBP9	0	1	1	0
ZCCHC2	0	0	0	0
PHLPP1	0	0	0	0
BCL2	0	1	1	1
KDSR	1	0	0	0
RP11-635N19.1	0	0	0	0
VPS4B	0	0	0	0
HMSD	1	0	0	0
SERPINB8	0	0	0	0
TMX3	1	0	0	0
CCDC102B	1	0	0	0
CD226	0	1	0	0
RTTN	0	0	0	0
SOCS6	0	0	0	0
RP11-41O4.1	1	1	0	0
RP11-484N16.1	1	1	0	0
RP11-41O4.2	1	0	0	0
RPS2P6	0	1	0	1
FBXO15	0	1	1	0
TIMM21	1	0	0	0
CYB5A	0	0	0	0
CNDP2	0	0	0	0
LINC00909	0	0	0	0
ZNF407	0	0	0	0
ZADH2	0	0	0	0
TSHZ1	1	0	0	0
ZNF516	1	0	0	0
RP11-162A12.2	0	0	0	0
ZNF236	1	0	0	0
RP11-862L9.3	1	0	0	1
MBP	0	0	0	0
ATP9B	0	0	0	0
CTD-2286N8.2	1	0	0	0
NFATC1	1	0	0	0
CTDP1	0	0	0	0
PQLC1	0	0	0	0
HSBP1L1	0	0	0	0
TXNL4A	0	0	0	0
RP11-795F19.5	0	0	0	1
RBFA	0	0	0	0
RP11-795F19.1	0	0	0	0
ADNP2	0	0	0	0
PARD6G-AS1	0	0	0	0
PARD6G	0	0	0	0
AC139100.3	1	0	0	0
PPAP2C	0	0	0	0
MIER2	0	0	0	0
C2CD4C	0	0	0	0
SHC2	1	1	0	1
MADCAM1	0	1	0	0
AC005775.2	0	0	0	0
